"","ortho","klatt","neighbors","degree","c"
"8315","immaculate","Im@kyUl|t","",0,NA
"8316","immanent","ImxnEnt","Imxn|nt",1,NA
"8317","immaterial","ImxtIriL","mxtIriL",1,NA
"8318","immature","ImxtUr","",0,NA
"8319","immeasurable","ImEZXxbL","mEZXxbL",1,NA
"8320","immediacy","Imidi|si","",0,NA
"8321","immediate","Imidixt","",0,NA
"8322","immemorial","ImxmoriL","mxmoriL",1,NA
"8323","immense","ImEns","ImEnd",1,NA
"8324","immerse","ImRs","xmRs;ImRJ",2,0
"8325","immersion","ImRZ|n","",0,NA
"8326","immigrant","ImIgrxnt","",0,NA
"8327","immigrate","Imxgret","Emxgret",1,NA
"8328","immigration","ImxgreS|n","EmxgreS|n",1,NA
"8329","imminent","Imxn|nt","ImxnEnt",1,NA
"8330","immiscible","ImIsxbL","mIsxbL",1,NA
"8331","immitigable","ImItIgxbL","",0,NA
"8332","immobile","ImobL","InobL;mobL",2,0
"8333","immobility","ImobIl|ti","",0,NA
"8334","immobilize","ImobxlYz","mobxlYz",1,NA
"8335","immoderate","ImadXxt","",0,NA
"8336","immodest","Imad|st","mad|st",1,NA
"8337","immolate","Imxlet","Imxtet",1,NA
"8338","immolation","ImxleS|n","ImxteS|n",1,NA
"8339","immoral","ImcrL","emcrL;mcrL",2,1
"8340","immorality","Imcr@l|ti","",0,NA
"8341","immortal","ImortL","mortL",1,NA
"8342","immortality","Imort@l|ti","mort@l|ti",1,NA
"8343","immortalize","ImortxlYz","",0,NA
"8344","immovability","ImuvxbIl|ti","",0,NA
"8345","immovable","ImuvxbL","",0,NA
"8346","immovably","Imuvxbli","",0,NA
"8347","immune","Imyun","Impyun",1,NA
"8348","immunity","Imyun|ti","Impyun|ti",1,NA
"8349","immunization","Imyun|zeS|n","",0,NA
"8350","immunize","ImyunYz","",0,NA
"8351","immure","ImyUr","ImpyUr;InyUr",2,0
"8352","immutability","ImyutxbIl|ti","myutxbIl|ti",1,NA
"8353","immutable","ImyutxbL","myutxbL",1,NA
"8354","immutably","Imyutxbli","",0,NA
"8355","imp","Imp","CImp;lImp;pImp",3,1
"8356","impact","Imp@kt","",0,NA
"8357","impacted","Imp@kt|d","",0,NA
"8358","impair","ImpEr","ImpEl;ImpErL",2,0
"8359","impale","Impel","ImpEl",1,NA
"8360","impalpable","Imp@lpxbL","",0,NA
"8361","impanel","Imp@nL","",0,NA
"8362","impart","Impart","Import",1,NA
"8363","impartial","ImparSL","ImparSLi",1,NA
"8364","impartiality","ImparSi@l|ti","",0,NA
"8365","impartially","ImparSLi","ImparSL",1,NA
"8366","impassable","Imp@sxbL","",0,NA
"8367","impasse","Imp@s","",0,NA
"8368","impassioned","Imp@S|nd","",0,NA
"8369","impassive","Imp@sIv","",0,NA
"8370","impassivity","Imp@sIvxti","",0,NA
"8371","impatience","ImpeS|ns","ImpeS|nt",1,NA
"8372","impatient","ImpeS|nt","ImpeS|ns;InpeS|nt",2,0
"8373","impeach","ImpiC","Impid",1,NA
"8374","impearl","ImpRL","",0,NA
"8375","impeccable","ImpEkxbL","",0,NA
"8376","impecunious","ImpIkyunyxs","",0,NA
"8377","impede","Impid","ImpiC",1,NA
"8378","impediment","ImpEdxmxnt","",0,NA
"8379","impedimenta","ImpEdxmEntx","",0,NA
"8380","impel","ImpEl","ImpEr;Impel",2,0
"8381","impend","ImpEnd","ImEnd;ImpWnd",2,0
"8382","impenetrability","ImpEn|trxbIl|ti","",0,NA
"8383","impenetrable","ImpEn|trxbL","",0,NA
"8384","impenetrably","ImpEn|trxbli","",0,NA
"8385","impenitent","ImpEn|t|nt","",0,NA
"8386","imperative","ImpErxtIv","",0,NA
"8387","imperceptible","ImpXsEptxbL","",0,NA
"8388","imperfect","ImpRfIkt","",0,NA
"8389","imperfection","ImpXfEkS|n","",0,NA
"8390","imperial","ImpIriL","",0,NA
"8391","imperialistic","ImpIrixlIstIk","",0,NA
"8392","imperil","ImpErL","ImpEr",1,NA
"8393","imperious","ImpIrixs","",0,NA
"8394","imperishable","ImpErISxbL","",0,NA
"8395","impermanent","ImpRmxn|nt","",0,NA
"8396","impermeable","ImpRmixbL","",0,NA
"8397","impersonal","ImpRsNL","",0,NA
"8398","impersonate","ImpRsNet","ImpRsNetX",1,NA
"8399","impersonation","ImpRsNeS|n","",0,NA
"8400","impersonator","ImpRsNetX","ImpRsNet",1,NA
"8401","impertinent","ImpRtN|nt","",0,NA
"8402","imperturbable","ImpXtRbxbL","",0,NA
"8403","impervious","ImpRvixs","",0,NA
"8404","impetigo","Impxtigo","",0,NA
"8405","impetuosity","ImpECuas|ti","",0,NA
"8406","impetuous","ImpECuxs","",0,NA
"8407","impetus","Impxt|s","",0,NA
"8408","impiety","ImpYxti","",0,NA
"8409","impinge","ImpInJ","",0,NA
"8410","impious","Impixs","",0,NA
"8411","impish","ImpIS","",0,NA
"8412","implacable","Impl@kxbL","",0,NA
"8413","implant","Impl@nt","",0,NA
"8414","implausibility","ImplczxbIl|ti","",0,NA
"8415","implausible","ImplczxbL","",0,NA
"8416","implement","Implxmxnt","ImplOmxnt",1,NA
"8417","implicate","Implxket","",0,NA
"8418","implication","ImplxkeS|n","",0,NA
"8419","implicit","ImplIs|t","",0,NA
"8420","implode","Implod","Implor",1,NA
"8421","implore","Implor","Implod",1,NA
"8422","imply","ImplY","ImplO",1,NA
"8423","impolite","ImpxlYt","",0,NA
"8424","impolitic","ImpalxtIk","",0,NA
"8425","imponderable","ImpandXxbL","",0,NA
"8426","import","Import","Impart;Impost",2,0
"8427","importance","ImportNs","",0,NA
"8428","importation","ImporteS|n","",0,NA
"8429","importunate","ImporC|n|t","",0,NA
"8430","importune","ImpXtun","",0,NA
"8431","importunity","ImpXtun|ti","",0,NA
"8432","impose","Impoz","",0,NA
"8433","imposition","ImpxzIS|n","",0,NA
"8434","impossibility","ImpasxbIl|ti","",0,NA
"8435","impossible","Impas|bL","",0,NA
"8436","impossibly","Impasxbli","",0,NA
"8437","impost","Impost","Import",1,NA
"8438","imposter","ImpastX","ImpasCX",1,NA
"8439","imposture","ImpasCX","ImpastX",1,NA
"8440","impotent","Impxt|nt","",0,NA
"8441","impound","ImpWnd","ImpEnd",1,NA
"8442","impoverish","ImpavXIS","",0,NA
"8443","impracticable","Impr@ktIkxbL","",0,NA
"8444","impractical","Impr@ktIkL","",0,NA
"8445","imprecate","ImprIket","",0,NA
"8446","imprecation","ImprIkeS|n","",0,NA
"8447","impregnability","ImprEgnxbIl|ti","",0,NA
"8448","impregnable","ImprEgnxbL","",0,NA
"8449","impregnate","ImprEgnet","",0,NA
"8450","impregnation","ImprEgneS|n","",0,NA
"8451","impresario","Impr|sario","",0,NA
"8452","impress","ImprEs","",0,NA
"8453","impression","ImprES|n","",0,NA
"8454","impressionistic","ImprES|nIstIk","",0,NA
"8455","impressive","ImprEsIv","",0,NA
"8456","imprimatur","ImprxmatX","",0,NA
"8457","imprint","ImprInt","",0,NA
"8458","imprison","ImprIzN","",0,NA
"8459","improbability","ImprabxbIl|ti","",0,NA
"8460","improbable","ImprabxbL","",0,NA
"8461","improbably","Imprabxbli","",0,NA
"8462","impromptu","Impramptu","",0,NA
"8463","improper","ImprapX","",0,NA
"8464","impropriety","ImprxprYxti","",0,NA
"8465","improve","Impruv","",0,NA
"8466","improvident","Impravxd|nt","",0,NA
"8467","improvisation","ImpravxzeS|n","",0,NA
"8468","improvise","ImprxvYz","ImprxvYzX",1,NA
"8469","improvisor","ImprxvYzX","ImprxvYz",1,NA
"8470","imprudent","ImprudNt","",0,NA
"8471","impudent","Impyud|nt","",0,NA
"8472","impugn","Impyun","Imyun;Impyut",2,0
"8473","impulse","Imp^ls","",0,NA
"8474","impulsion","Imp^lS|n","Im^lS|n",1,NA
"8475","impulsive","Imp^lsIv","",0,NA
"8476","impunity","Impyun|ti","Imyun|ti",1,NA
"8477","impure","ImpyUr","ImyUr",1,NA
"8478","imputation","ImpyuteS|n","@mpyuteS|n",1,NA
"8479","impute","Impyut","Impyun",1,NA
"8480","in","In","@n;cn;bIn;CIn;dIn;Ir;Rn;fIn;JIn;Id;If;Il;InC;InX;Iz;It;IC;kIn;En;on;pIn;SIn;sIn;TIn;tIn;wIn",26,0.304615384615385
"8481","inability","InxbIl|ti","",0,NA
"8482","inaccessible","InIksEsxbL","",0,NA
"8483","inactivate","In@kt|vet","",0,NA
"8484","inactivation","In@kt|veS|n","",0,NA
"8485","inadequate","In@dIkwxt","",0,NA
"8486","inadvertent","In|dvRtNt","",0,NA
"8487","inalienability","InelyxnxbIl|ti","",0,NA
"8488","inalienable","InelyxnxbL","^nelyxnxbL",1,NA
"8489","inalienably","Inelyxnxbli","",0,NA
"8490","inamorata","In@mxratx","",0,NA
"8491","inane","Inen","InCen;Inet;Insen;InRn",4,0.166666666666667
"8492","inanimate","In@nxmxt","",0,NA
"8493","inanition","InxnIS|n","",0,NA
"8494","inanity","In@n|ti","Ins@n|ti",1,NA
"8495","inappreciable","InxpriSxbL","",0,NA
"8496","inaptitude","In@pt|tud","InEpt|tud",1,NA
"8497","inarticulate","InartIkyUl|t","",0,NA
"8498","inattention","In|tEnC|n","IntEnC|n",1,NA
"8499","inaudible","Incd|bL","",0,NA
"8500","inaugural","IncgyXL","",0,NA
"8501","inaugurate","IncgyXet","",0,NA
"8502","inboard","Inbord","Inborn",1,NA
"8503","inborn","Inborn","Inbord",1,NA
"8504","inbound","InbWnd","",0,NA
"8505","inbred","InbrEd","",0,NA
"8506","inbreeding","InbridIG","",0,NA
"8507","Inca","IGkx","IGk;IGki",2,1
"8508","incalculable","Ink@lkyUlxbL","",0,NA
"8509","incandescent","Ink|ndEsNt","",0,NA
"8510","incantation","Ink@nteS|n","",0,NA
"8511","incapability","InkepxbIl|ti","",0,NA
"8512","incapable","InkepxbL","",0,NA
"8513","incapacitate","Inkxp@sxtet","",0,NA
"8514","incapacity","Inkxp@s|ti","",0,NA
"8515","incarcerate","InkarsXet","",0,NA
"8516","incarceration","InkarsXeS|n","",0,NA
"8517","incarnadine","InkarnxdYn","",0,NA
"8518","incarnate","Inkarn|t","",0,NA
"8519","incarnation","InkarneS|n","",0,NA
"8520","incendiary","InsEndiEri","",0,NA
"8521","incense","InsEns","IntEns",1,NA
"8522","incentive","InsEntIv","InvEntIv",1,NA
"8523","inception","InsEpS|n","IksEpS|n",1,NA
"8524","incertitude","InsRt|tud","",0,NA
"8525","incessant","InsEsNt","InsEst",1,NA
"8526","incest","InsEst","InsEsNt;InfEst;InJEst;InsEkt;InsEt;InsIst;InvEst",7,0.19047619047619
"8527","incestuous","InsEsCuxs","",0,NA
"8528","inch","InC","sInC;fInC;In;InX;IC;lInC;pInC;wInC",8,0.428571428571429
"8529","inchoate","Inkoxt","",0,NA
"8530","incidence","Ins|d|ns","",0,NA
"8531","incidental","InsxdEntL","",0,NA
"8532","incinerate","InsInXet","",0,NA
"8533","incipient","InsIpixnt","",0,NA
"8534","incise","InsYz","InsYzX;InsYt;InsYd;InsYt",4,0.333333333333333
"8535","incision","InsIZ|n","",0,NA
"8536","incisive","InsYsIv","",0,NA
"8537","incisor","InsYzX","InsYfX;InsYz;InsYdX",3,0.333333333333333
"8538","incite","InsYt","IksYt;InsYz;IndYt;InsRt;InsEt;InsYd;InvYt",7,0.142857142857143
"8539","incivility","InsxvIl|ti","",0,NA
"8540","inclement","InklEmxnt","",0,NA
"8541","inclinable","InklYnxbL","",0,NA
"8542","inclination","Inkl|neS|n","",0,NA
"8543","incline","InklYn","",0,NA
"8544","include","Inklud","",0,NA
"8545","inclusion","InkluZ|n","",0,NA
"8546","incognito","Inkagnito","",0,NA
"8547","incoherent","InkohIrxnt","",0,NA
"8548","income","Ink^m","",0,NA
"8549","incoming","Ink^mIG","cnk^mIG",1,NA
"8550","incommensurate","InkxmEnsX|t","",0,NA
"8551","incommode","Inkxmod","",0,NA
"8552","incommunicable","InkxmyunIkxbL","",0,NA
"8553","incommunicado","Inkxmyunxkado","",0,NA
"8554","incomparable","InkampXxbL","",0,NA
"8555","incompatibility","Inkxmp@txbIl|ti","",0,NA
"8556","incompatible","Inkxmp@txbL","",0,NA
"8557","incompetent","Inkampxt|nt","",0,NA
"8558","incomplete","Inkxmplit","",0,NA
"8559","incomprehensible","InkamprihEnsxbL","",0,NA
"8560","incompressible","InkamprEsxbL","",0,NA
"8561","incongruent","Inkxngruxnt","",0,NA
"8562","incongruity","Inkxngruxti","",0,NA
"8563","incongruous","InkaGgruxs","",0,NA
"8564","incongruously","InkaGgruxsli","",0,NA
"8565","inconsequential","Inkans|kwEnCL","",0,NA
"8566","inconsiderable","Ink|nsIdXxbL","",0,NA
"8567","inconsiderate","Ink|nsIdX|t","",0,NA
"8568","inconsolable","Ink|nsol|bL","",0,NA
"8569","inconspicuous","Ink|nspIkyuxs","",0,NA
"8570","inconstant","Inkanst|nt","",0,NA
"8571","incontestable","Ink|ntEstxbL","",0,NA
"8572","incontinent","InkantN|nt","",0,NA
"8573","incontrovertible","InkantrxvRtxbL","",0,NA
"8574","inconvenience","Ink|nvinyxns","",0,NA
"8575","incorporate","InkorpXet","",0,NA
"8576","incorporation","InkorpXeS|n","",0,NA
"8577","incorporeal","InkorporiL","",0,NA
"8578","incorrect","InkxrEkt","",0,NA
"8579","incorrigibility","InkcrxJ|bIl|ti","",0,NA
"8580","incorrigible","InkcrxJ|bL","",0,NA
"8581","incorrigibly","InkcrxJ|bli","",0,NA
"8582","incorruptibility","InkX^ptxbIl|ti","",0,NA
"8583","incorruptible","InkX^ptxbL","",0,NA
"8584","incorruptibly","Inkxr^ptxbli","",0,NA
"8585","increase","Inkris","",0,NA
"8586","incredibility","InkrEdxbIl|ti","",0,NA
"8587","incredible","InkrEdxbL","",0,NA
"8588","incredibly","InkrEdxbli","",0,NA
"8589","incredulity","InkrIdul|ti","",0,NA
"8590","incredulous","InkrEJUlxs","",0,NA
"8591","incredulously","InkrEJUlxsli","",0,NA
"8592","increment","IGkrxmxnt","",0,NA
"8593","incriminate","InkrImxnet","",0,NA
"8594","incrustation","Inkr^steS|n","",0,NA
"8595","incubate","IGkyubet","IGkyubetX",1,NA
"8596","incubation","IGkyubeS|n","",0,NA
"8597","incubator","IGkyubetX","IGkyubet",1,NA
"8598","incubus","IGkyUbxs","",0,NA
"8599","inculcate","Ink^lket","Ink^lpet",1,NA
"8600","inculcation","Ink^lkeS|n","",0,NA
"8601","inculpable","Ink^lpxbL","",0,NA
"8602","inculpate","Ink^lpet","Ink^lket",1,NA
"8603","incumbency","Ink^mbxnsi","",0,NA
"8604","incumbent","Ink^mbxnt","",0,NA
"8605","incunabulum","InkyUn@byUlxm","",0,NA
"8606","incur","InkR","InfR;IntR",2,1
"8607","incurability","InkyUrxbIlxti","",0,NA
"8608","incurable","InkyUrxbL","",0,NA
"8609","incurious","InkyUrixs","",0,NA
"8610","incursion","InkRZ|n","InvRZ|n",1,NA
"8611","indebted","IndEt|d","",0,NA
"8612","indecent","IndisNt","",0,NA
"8613","indecipherable","IndIsYfXxbL","",0,NA
"8614","indecision","IndIsIZ|n","",0,NA
"8615","indecisive","IndIsYsIv","",0,NA
"8616","indeclinable","IndIklYnxbL","",0,NA
"8617","indecorous","IndEkxrxs","",0,NA
"8618","indeed","Indid","",0,NA
"8619","indefatigable","IndIf@tIgxbL","",0,NA
"8620","indefeasible","IndIfizxbL","",0,NA
"8621","indefinable","IndIfYnxbL","",0,NA
"8622","indefinite","IndEfxn|t","",0,NA
"8623","indelible","IndEl|bL","",0,NA
"8624","indelicate","IndElIk|t","",0,NA
"8625","indemnify","IndEmnxfY","",0,NA
"8626","indemnity","IndEmn|ti","",0,NA
"8627","indent","IndEnt","IntEnt;InvEnt",2,1
"8628","indentation","IndEnteS|n","",0,NA
"8629","indention","IndEnC|n","IntEnC|n;InvEnC|n",2,1
"8630","indenture","IndEnCX","",0,NA
"8631","independence","IndxpEnd|ns","IndxpEnd|nt",1,NA
"8632","independent","IndxpEnd|nt","IndxpEnd|ns",1,NA
"8633","indescribable","IndIskrYbxbL","",0,NA
"8634","indestructibility","IndIstr^ktxbIl|ti","",0,NA
"8635","indestructible","Ind|str^ktxbL","",0,NA
"8636","indeterminate","IndItRmxn|t","",0,NA
"8637","index","IndEks","",0,NA
"8638","Indiaman","Indixmxn","",0,NA
"8639","Indian","Indixn","Indixm",1,NA
"8640","indicate","Ind|ket","",0,NA
"8641","indication","IndxkeS|n","sIndxkeS|n;vIndxkeS|n",2,1
"8642","indicative","IndIk|tIv","",0,NA
"8643","indicator","IndxketX","",0,NA
"8644","indicia","IndISix","",0,NA
"8645","indict","IndYt","InsYt;InsYt;InvYt",3,0.666666666666667
"8646","indifferent","IndIfXxnt","",0,NA
"8647","indigenous","IndIJ|n|s","",0,NA
"8648","indigent","IndIJ|nt","",0,NA
"8649","indigestible","IndYJEstxbL","",0,NA
"8650","indignant","IndIgn|nt","",0,NA
"8651","indignation","IndIgneS|n","",0,NA
"8652","indignity","IndIgn|ti","",0,NA
"8653","indigo","IndIgo","",0,NA
"8654","indirect","IndXEkt","",0,NA
"8655","indiscreet","IndIskrit","",0,NA
"8656","indiscriminate","IndIskrImxn|t","",0,NA
"8657","indispensability","IndIspEnsxbIl|ti","",0,NA
"8658","indispensable","IndIspEnsxbL","",0,NA
"8659","indisposed","IndIspozd","",0,NA
"8660","indisposition","IndIspxzIS|n","",0,NA
"8661","indisputable","IndIspyutxbL","",0,NA
"8662","indissoluble","IndIsalyUbL","",0,NA
"8663","indistinct","IndIstIGt","",0,NA
"8664","indium","Indixm","Idixm;Indixn",2,0
"8665","individual","IndxvIJuL","",0,NA
"8666","individuality","Ind|vIJu@l|ti","",0,NA
"8667","indivisible","Ind|vIzxbL","",0,NA
"8668","indoctrinate","Indaktrxnet","",0,NA
"8669","indoctrination","IndaktrxneS|n","",0,NA
"8670","indolent","IndLxnt","InsLxnt",1,NA
"8671","indomitable","IndamxtxbL","",0,NA
"8672","Indonesian","IndxniZ|n","",0,NA
"8673","indoor","Indor","Indors;Indorz;InSor",3,0.333333333333333
"8674","indoors","Indorz","Indors;Indor",2,1
"8675","indubitable","IndubxtxbL","",0,NA
"8676","induce","Indus","Idus",1,NA
"8677","induct","Ind^kt","",0,NA
"8678","induction","Ind^kS|n","",0,NA
"8679","inductive","Ind^ktIv","",0,NA
"8680","indulge","Ind^lJ","",0,NA
"8681","indulgence","Ind^lJ|ns","",0,NA
"8682","industrial","Ind^striL","Ind^stri",1,NA
"8683","industrialization","Ind^striLxzeS|n","",0,NA
"8684","industrious","Ind^strixs","",0,NA
"8685","industry","Ind^stri","Ind^striL",1,NA
"8686","indwell","IndwEl","",0,NA
"8687","inebriate","Inibriet","",0,NA
"8688","inedited","InEd|t|d","",0,NA
"8689","ineffable","InEfxbL","",0,NA
"8690","ineffaceable","InxfesxbL","",0,NA
"8691","ineffective","InxfEktIv","",0,NA
"8692","ineffectual","InxfEkCuL","",0,NA
"8693","inefficient","InxfIS|nt","InsxfIS|nt",1,NA
"8694","inelegant","InElIg|nt","",0,NA
"8695","ineligibility","InElxJ|bIl|ti","",0,NA
"8696","ineligible","InElxJ|bL","IntElxJ|bL",1,NA
"8697","ineluctable","InIl^ktxbL","",0,NA
"8698","inept","InEpt","",0,NA
"8699","ineptitude","InEpt|tud","In@pt|tud",1,NA
"8700","inequality","InIkwalxti","",0,NA
"8701","inert","InRt","Inet;InsRt;InRn;InvRt",4,0.166666666666667
"8702","inertia","InRSx","",0,NA
"8703","inescapable","In|skepxbL","",0,NA
"8704","inestimable","InEstxmxbL","",0,NA
"8705","inevitable","InEvxtxbL","",0,NA
"8706","inexact","InIgz@kt","",0,NA
"8707","inexcusable","InIkskyuzxbL","",0,NA
"8708","inexhaustible","InIgzcstxbL","",0,NA
"8709","inexorable","InEksXxbL","",0,NA
"8710","inexperience","InIkspIrixns","",0,NA
"8711","inexpert","InEkspRt","",0,NA
"8712","inexpiable","InEkspixbL","",0,NA
"8713","inexplicable","InIksplIkxbL","",0,NA
"8714","inexpressible","InIksprEsxbL","",0,NA
"8715","inextricable","InIkstrIkxbL","",0,NA
"8716","infallibility","Inf@l|bIl|ti","",0,NA
"8717","infallible","Inf@l|bL","",0,NA
"8718","infallibly","Inf@l|bli","",0,NA
"8719","infamous","Infxmxs","",0,NA
"8720","infamy","Infxmi","",0,NA
"8721","infancy","Infxnsi","",0,NA
"8722","infant","Infxnt","Infxn|t",1,NA
"8723","infantile","InfxntYl","",0,NA
"8724","infantry","Infxntri","",0,NA
"8725","infatuate","Inf@Cuet","",0,NA
"8726","infect","InfEkt","IfEkt;InfEst;InflEkt;InJEkt;InsEkt",5,0.1
"8727","infection","InfEkS|n","InflEkS|n",1,NA
"8728","infelicitous","InfIlIs|t|s","",0,NA
"8729","infer","InfR","InkR;InfRm;IntR",3,0.333333333333333
"8730","inference","InfXxns","",0,NA
"8731","inferior","InfIriX","IntIriX",1,NA
"8732","inferiority","InfIricrxti","",0,NA
"8733","infernal","InfRnL","InfRno;InfRtL;IntRnL",3,0
"8734","inferno","InfRno","InfRnL",1,NA
"8735","infertile","InfRtL","InfRnL",1,NA
"8736","infest","InfEst","InsEst;InfEkt;InJEst;InvEst",4,0.5
"8737","infestation","InfEsteS|n","",0,NA
"8738","infidel","Inf|dL","",0,NA
"8739","infidelity","Inf|dEl|ti","",0,NA
"8740","infield","Infild","Infold",1,NA
"8741","infighting","InfYtIG","InvYtIG",1,NA
"8742","infiltrate","InfIltret","",0,NA
"8743","infiltration","InfIltreS|n","",0,NA
"8744","infinite","Infxn|t","Infxnt",1,NA
"8745","infinitesimal","InfIn|tEsxmL","",0,NA
"8746","infinitive","InfIn|tIv","",0,NA
"8747","infinitude","InfInxtud","",0,NA
"8748","infinity","InfIn|ti","",0,NA
"8749","infirm","InfRm","InfR",1,NA
"8750","infirmary","InfRmXi","",0,NA
"8751","infirmity","InfRmxti","",0,NA
"8752","inflame","Inflem","Inflet",1,NA
"8753","inflammable","Infl@mxbL","",0,NA
"8754","inflammation","InflxmeS|n","",0,NA
"8755","inflammatory","Infl@mxtori","",0,NA
"8756","inflate","Inflet","Inflem",1,NA
"8757","inflation","InfleS|n","",0,NA
"8758","inflect","InflEkt","InfEkt;InflIkt",2,0
"8759","inflection","InflEkS|n","InfEkS|n",1,NA
"8760","inflexibility","InflEksxbIl|ti","",0,NA
"8761","inflexible","InflEksxbL","",0,NA
"8762","inflexibly","InflEksxbli","",0,NA
"8763","inflict","InflIkt","InflEkt",1,NA
"8764","inflorescence","InflxrEsNs","",0,NA
"8765","inflow","Inflo","",0,NA
"8766","influence","Influxns","",0,NA
"8767","influential","InfluEnCL","",0,NA
"8768","influenza","InfluEnzx","",0,NA
"8769","influx","Infl^ks","",0,NA
"8770","inform","Inform","InformL;Informd",2,1
"8771","informal","InformL","Inform;InformLi;Informd",3,0.333333333333333
"8772","informality","Inform@l|ti","",0,NA
"8773","informally","InformLi","InformL",1,NA
"8774","informant","Informxnt","",0,NA
"8775","information","InfXmeS|n","",0,NA
"8776","informative","InformxtIv","",0,NA
"8777","informed","Informd","Inform;InformL;^nformd",3,0.333333333333333
"8778","infraction","Infr@kS|n","",0,NA
"8779","infrared","InfrxrEd","",0,NA
"8780","infrequent","Infrikwxnt","",0,NA
"8781","infringe","InfrInJ","",0,NA
"8782","infuriate","InfyUriet","",0,NA
"8783","infuse","Infyuz","",0,NA
"8784","infusible","InfyuzxbL","",0,NA
"8785","ingathering","Ing@DxrIG","",0,NA
"8786","ingenious","InJinyxs","",0,NA
"8787","ingenue","InJ|nu","",0,NA
"8788","ingenuity","InJ|nu|ti","",0,NA
"8789","ingenuous","InJEnyuxs","",0,NA
"8790","ingest","InJEst","InsEst;InfEst;InJEkt;InvEst",4,0.5
"8791","ingle","IGgL","@GgL;dIGgL;JIGgL;mIGgL;SIGgL;sIGgL;tIGgL",7,0.714285714285714
"8792","inglenook","IGgLnUk","",0,NA
"8793","inglorious","Inglorixs","",0,NA
"8794","ingot","IGg|t","",0,NA
"8795","ingrain","Ingren","Intren;Ingret;Ingron",3,0
"8796","ingrate","Ingret","Ingren",1,NA
"8797","ingratiate","IngreSiet","",0,NA
"8798","ingratitude","Ingr@t|tud","",0,NA
"8799","ingredient","Ingridixnt","",0,NA
"8800","ingress","IngrEs","Ingros",1,NA
"8801","ingrowing","IngroIG","",0,NA
"8802","ingrown","Ingron","Ingros;Ingren",2,0
"8803","inhabit","Inh@bxt","InhIbxt",1,NA
"8804","inhabitant","Inh@b|t|nt","",0,NA
"8805","inhalant","Inhel|nt","",0,NA
"8806","inhalation","InhxleS|n","InsxleS|n",1,NA
"8807","inhale","Inhel","Intel;InhelX",2,0
"8808","inhaler","InhelX","Inhel",1,NA
"8809","inhere","InhIr","",0,NA
"8810","inherent","InhIrxnt","",0,NA
"8811","inherit","InhErxt","",0,NA
"8812","inhibit","InhIbxt","Inh@bxt",1,NA
"8813","inhibition","InhxbIS|n","",0,NA
"8814","inhuman","Inhyumxn","Inhyumen",1,NA
"8815","inhumane","Inhyumen","Inhyumxn",1,NA
"8816","inhumanity","Inhyum@n|ti","",0,NA
"8817","inhumation","InhyumeS|n","",0,NA
"8818","inhume","Inhyum","",0,NA
"8819","inimical","InImIkL","",0,NA
"8820","inimitable","InImxtxbL","IlImxtxbL",1,NA
"8821","iniquity","InIkwxti","",0,NA
"8822","initial","InISL","",0,NA
"8823","initiate","InISiet","",0,NA
"8824","initiative","InIS|tIv","",0,NA
"8825","initiatory","InISixtori","",0,NA
"8826","inject","InJEkt","IJEkt;InfEkt;InJEst;InsEkt",4,0.166666666666667
"8827","injunction","InJ^GkS|n","",0,NA
"8828","injure","InJX","JInJX;InJXi;InX",3,0
"8829","injurious","InJUrixs","",0,NA
"8830","injury","InJXi","InJX",1,NA
"8831","injustice","InJ^st|s","",0,NA
"8832","ink","IGk","@Gk;CIGk;Ilk;IGkx;IGki;kIGk;lIGk;mIGk;pIGk;rIGk;sIGk;TIGk;wIGk;zIGk",14,0.505494505494505
"8833","inkling","IGklIG","",0,NA
"8834","inkstand","IGkst@nd","",0,NA
"8835","inky","IGki","dIGki;IGkx;IGk;pIGki",4,0.333333333333333
"8836","inlaid","Inled","Inle;Inved",2,0
"8837","inland","Inl@nd","",0,NA
"8838","inlay","Inle","Inled;Inve",2,0
"8839","inlet","InlEt","InsEt",1,NA
"8840","inmate","Inmet","Inet",1,NA
"8841","inmost","Inmost","InXmost",1,NA
"8842","innards","InXdz","InwXdz",1,NA
"8843","innate","Inet","Inen;InRt;Inmet;pInet",4,0
"8844","inner","InX","dInX;anX;In;InC;InJX;TInX",6,0.133333333333333
"8845","innermost","InXmost","Inmost",1,NA
"8846","innersole","InXsol","Insol",1,NA
"8847","inning","InIG","cnIG;InIGz",2,0
"8848","innings","InIGz","RnIGz;InIG",2,0
"8849","innkeeper","InkipX","",0,NA
"8850","innocence","In|s|ns","",0,NA
"8851","innocuous","Inakyu|s","",0,NA
"8852","innominate","Inamxn|t","",0,NA
"8853","innovate","Inxvet","InXvet",1,NA
"8854","innovation","InxveS|n","",0,NA
"8855","innuendo","InyuEndo","",0,NA
"8856","innumerable","InumXxbL","numXxbL",1,NA
"8857","inoculate","InakyUlet","",0,NA
"8858","inoperable","InapXxbL","",0,NA
"8859","inopportune","InapXtun","",0,NA
"8860","inordinate","InordNxt","",0,NA
"8861","inorganic","Inorg@nIk","",0,NA
"8862","inpatient","InpeS|nt","ImpeS|nt",1,NA
"8863","input","InpUt","",0,NA
"8864","inquest","InkwEst","",0,NA
"8865","inquietude","InkwYxtud","",0,NA
"8866","inquiry","InkwYri","InkwYr",1,NA
"8867","inquisition","InkwxzIS|n","",0,NA
"8868","inquisitive","InkwIz|tIv","",0,NA
